title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
5,25,1685101,21885,1243,797
5,25,209627,13503,235,183
11,26,11969247,125521,12712,2768
4,25,10657033,152262,2958,20895
5,27,804140,23966,1269,1322
6,23,1657717,47342,1261,2616
7,27,10364483,210320,6438,20735
7,26,1728908,65125,1233,6216
5,23,1860486,60463,1667,4058
8,24,204962,2535,145,510
7,22,157599,4978,293,190
6,23,351932,16823,474,2388
8,28,4091325,88036,3893,5968
9,27,66846,1263,90,301
8,18,410646,13139,1087,1090
8,27,1285278,27835,1456,2665
8,23,1073700,44006,1698,4277
6,19,1306354,32561,1798,6508
8,25,8456394,101031,4209,1711
7,26,110964,2598,2606,1128
8,26,3752742,84337,2411,11058
4,27,2060404,53713,1483,2704
6,25,1581897,48189,1062,3459
7,30,607403,9493,839,1560
7,24,4165503,96939,1981,2783
8,25,127258,2293,122,271
21,29,452701,26154,745,2490
5,24,3972835,93725,4416,3955
5,28,3860766,75184,2657,4450
8,25,992048,28703,995,2053
5,25,2713389,54027,1674,1083
8,31,6985432,145766,2632,6771
6,24,1584637,54675,1110,1782
6,21,2799917,125202,3263,18878
5,26,2065380,48487,5142,3593
9,28,4213799,67060,2582,4284
8,24,322429,2590,186,502
12,31,309105,NA,NA,16
10,22,759528,14541,707,1211
9,24,2269423,60349,1293,1869
7,30,776170,11376,629,813
33,86,6826712,51293,4814,4044
9,31,201364,2320,144,424
11,21,7003328,318360,6312,19908
4,25,2212656,40607,1275,2448
7,26,569721,889,68,121
6,19,3045204,39577,4706,4613
5,27,5269120,115929,3399,9374
5,26,2166097,40682,2400,4151
13,26,366538,2304,489,493
5,24,130374,3225,86,237
4,35,3252933,48873,2982,4090
6,25,1759000,35725,1065,2999
5,23,3087704,86157,5961,8781
5,24,226431,1523,162,107
6,25,352259,20412,174,699
6,28,3828770,88182,2371,7470
11,23,400947,14907,558,1067
7,27,104437,7300,144,485
5,23,2150239,70226,1851,1941
6,27,2452945,58401,2135,5442
8,26,104484,7611,108,486
8,24,12879830,52145,4632,1536
5,26,581022,11140,836,483
9,27,227438,2773,85,102
6,21,352615,10251,504,1959
10,25,128353,716,53,212
7,26,3297771,61552,3702,1181
4,25,2131734,40781,1511,4662
14,24,980741,9072,281,983
7,18,796798,3225,369,247
7,27,112846,4638,78,187
7,32,8262670,169673,7913,14900
5,24,1663320,24013,1309,1125
6,28,3421719,73594,2666,6075
12,26,324339,4218,116,243
7,24,201629,2705,250,667
5,23,3939377,115361,7901,7625
9,29,1286125,27417,1696,1219
5,29,3477011,112263,1934,14682
4,25,2191104,85939,1706,6980
12,28,23371,3,1,0
8,31,692904,10234,1357,700
59,23,1751600,50313,3127,854
7,25,7718785,139553,4984,5957
9,27,8918624,108332,10616,2860
8,25,2182022,54826,3227,5204
16,27,452202,18098,719,1109
8,24,1645051,24066,287,917
9,18,3066243,46679,2243,4781
