title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
13,24,40069,190,41,4
9,23,239493,929,52,129
8,25,420837,9262,338,1448
8,26,69963,1876,581,226
7,17,129734,1188,98,186
8,23,116598,4039,163,477
5,22,2512000,11194,2852,3094
4,13,8056468,32404,1361,4829
9,22,260062,2599,142,266
8,28,378857,1830,515,345
22,27,374076,6397,224,1353
9,26,717050,12008,266,380
8,29,626109,6152,709,709
7,26,543039,6366,263,348
16,27,516473,3930,331,458
17,26,136034,3692,193,141
12,28,811427,13320,1204,3889
9,22,9760556,60765,3493,1621
10,21,320604,9437,117,2058
14,23,139420,2981,160,426
5,17,448705,6903,1444,970
7,28,465414,4676,198,868
5,23,2758212,34060,979,2426
8,27,39311,1562,562,169
10,31,666577,675,288,16
16,27,156465,2823,56,583
12,14,1053364,11060,422,811
12,24,83895,1930,31,150
13,28,1313192,30696,781,2146
13,33,78650,1635,41,485
11,26,468046,9580,326,1176
11,27,125142,1117,107,117
11,26,688287,9612,201,455
9,18,9572380,180916,7331,7499
5,33,23521,189,68,125
13,28,174739,1458,130,427
14,26,31219,689,59,88
3,26,2815756,9189,891,969
5,2,149853,6963,400,978
5,26,177704,4027,311,0
9,22,133872,1042,81,293
11,31,149770,2723,141,690
8,26,1134818,15122,864,4074
9,14,291234,2057,96,301
12,12,1739133,9347,527,1030
11,24,666239,4318,335,201
9,28,48786,867,20,196
10,25,369364,8148,389,967
9,29,4211494,19911,2674,395
13,31,323312,1113,388,20
15,25,112188,3347,109,84
8,2,156572,NA,NA,30
9,33,104573,1772,91,340
10,15,1153972,7699,637,419
11,3,150606,6248,83,303
12,27,188988,4839,115,450
9,29,31559915,15591,8731,670
5,7,64642,1826,82,NA
11,16,142933,563,56,94
12,25,199995,2391,2187,657
11,30,1450,NA,NA,7
12,23,33848,340,46,123
10,30,38306,804,803,181
12,19,105077,2144,43,184
11,24,68257,315,78,7
13,13,1990336,11750,742,2280
7,24,809,55,1,47
13,13,1245446,8446,364,1225
23,25,351036,4480,143,153
25,27,121501,2732,343,394
13,25,287078,2283,146,208
9,22,28143,621,27,216
7,17,1550669,49740,562,4607
18,28,22832,283,7,114
12,30,14554,356,27,48
5,25,1864326,48255,2165,5304
15,3,676,2,0,1
10,31,282785,3156,698,409
12,27,30954,1078,45,244
9,25,107146,3416,273,1419
4,32,3588387,22289,4444,12866
10,30,252959,3873,202,675
7,24,870909,17223,199,2059
13,29,51052,1526,54,398
7,30,102864,1641,120,311
20,13,3297514,61093,3799,8629
5,25,92288,351,110,19
6,25,1511880,25056,380,7435
13,13,3429093,20732,1094,3262
10,30,104834,1687,65,413
8,35,245958,4596,108,271
11,26,23831204,463819,5020,98233
13,30,606923,6671,290,694
6,31,69464,912,287,93
6,30,283461,2028,145,121
