title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
15,16,174077,4021,90,199
5,16,15482,734,28,66
6,6,0,0,0,0
10,25,485791,5840,169,988
8,26,778377,2543,224,48
11,0,28,6,0,2
9,0,3207,14,3,0
8,0,1569,1,1,11
6,5,7,0,0,0
3,7,72,5,1,NA
3,12,75,4,0,NA
5,7,116,12,0,NA
51,145,323,72,0,8
7,20,105,3,0,0
73,0,279,4,1,0
11,16,2022721,34141,994,1316
6,7,285,19,0,NA
3,12,113,6,1,NA
30,25,4018077,88561,2785,9046
6,22,3574444,26571,1311,608
8,3,2728344,34421,1855,474
7,7,59310743,202659,35894,2980
8,29,439235,7561,359,387
6,6,22718159,62166,14927,2682
6,6,4733802,20446,2019,423
6,6,17302655,85223,19959,2658
7,23,1439086,9834,727,210
13,26,7476489,62757,3225,1229
7,7,23216910,227334,9313,3329
11,22,16878188,119871,9341,1600
7,25,773721,4951,346,150
12,26,3253089,22816,1505,872
4,30,1455502,22017,1188,1242
4,19,3588738,43277,1229,1193
12,23,15327973,64798,4387,1742
7,30,2736234,33880,1455,1001
8,23,18231663,185782,8590,1962
6,15,1009822,11991,776,337
4,17,3535327,47360,1465,1077
10,25,6795268,101911,3584,652
7,18,1498413,20157,675,434
13,23,15441869,96242,6614,2680
8,21,4091784,44958,2074,575
5,27,3988512,45489,2083,1090
8,24,12979841,36696,5139,1028
6,19,1740675,19405,901,823
8,34,608338,10597,507,1276
6,6,4692349,24153,2695,279
9,20,5648545,45881,2903,1827
8,14,4204851,46466,1266,1100
7,23,203595,2942,143,96
7,17,604544,3545,206,112
8,8,16634743,40547,5670,702
12,17,10199572,87969,3725,1495
6,6,761729,8880,419,602
7,21,3878083,16654,1627,364
6,6,12337255,76378,5694,2507
4,17,15687627,174301,6860,2565
13,17,3492802,26922,1143,1316
4,30,4332198,51544,1865,1463
6,23,1680061,24928,1191,446
13,27,848747,30249,753,892
10,33,1303368,51064,2007,3748
4,17,2126533,16322,1155,190
10,31,106203,3638,57,96
16,29,693776,20836,440,1914
13,14,4319651,32108,1403,1488
5,23,2398557,24660,861,625
13,26,7385232,53485,2937,2837
8,27,3405690,20832,3255,4571
9,21,4280665,176201,2927,7303
13,14,2461638,21389,880,1177
11,20,1019608,7443,322,361
12,27,842562,14027,417,1520
10,24,1377016,11821,620,863
7,23,1891994,36356,888,801
4,17,10859167,118044,5275,3660
7,19,7071997,62546,3315,2803
10,25,2944163,21410,1037,1141
10,27,943954,15209,700,969
9,23,3658780,38989,1302,741
10,25,179660119,432621,246135,3345
6,18,4356239,29269,3783,1285
10,24,2455876,41441,1266,1249
4,21,2055214,9511,699,189
8,29,3018786,68361,1363,2224
7,29,2157003,19231,662,274
8,20,6738763,66834,2324,1289
9,19,211286,5480,143,266
9,28,949560,14550,1024,1415
8,23,239690,6863,125,713
7,23,4684789,58288,2001,3556
15,12,3044726,24120,1017,1072
6,11,8572297,117291,3231,2042
11,27,3247765,15779,747,551
14,28,445900,2535,261,25
9,25,9793372,81608,3938,3719
12,24,393788,6443,181,726
8,29,646212,7197,437,1472
5,28,853301,10688,276,915
16,29,425450,6325,330,1864
15,20,2842830,22216,857,1428
8,28,3284453,28085,1114,481
9,12,2874233,15392,963,504
8,27,1892088,14280,620,3420
13,23,7895288,44421,3518,1489
8,28,2932502,23500,1153,5708
11,22,2657346,19190,684,1101
13,18,3483546,26368,1588,1007
8,29,2868801,21891,1559,3591
12,31,463441,3074,158,835
