Title length,Description length,View Count,Like Count,Dislike Count,Comment Count,month,year
2,33,197,0,0,0,10,2017
13,19,382,NA,NA,NA,1,2019
5,25,167,31,3,4,11,2019
2,19,1,0,0,0,2,2020
3,34,1681,13,2,14,11,2017
7,25,60,10,3,0,12,2019
6,21,30,3,0,0,3,2020
7,25,82,14,3,0,12,2019
11,25,17,2,0,3,10,2019
13,25,97,17,5,15,12,2019
10,31,1164181,52388,519,1991,12,2017
11,18,312,NA,NA,NA,11,2018
11,32,1043600,20695,246,985,2,2018
10,15,189,30,1,17,3,2020
11,25,118,18,1,0,11,2019
9,25,52,11,1,0,11,2019
14,23,4321,26,3,9,8,2019
123,176,8561,50,0,2,10,2019
8,22,51440,825,16,105,10,2017
6,23,40,1,0,0,1,2020
12,23,16,0,0,0,1,2016
47,27,108603,1968,188,264,4,2019
17,24,20,NA,NA,0,3,2020
19,27,854,105,0,9,2,2020
14,22,59,9,1,2,11,2019
7,26,361,4,0,0,8,2019
6,32,1107670,25882,285,3085,6,2016
12,27,1903,44,2,1,8,2019
7,22,14496,215,1,27,11,2011
8,24,150273,3368,150,631,1,2018
18,31,4169,7,0,0,9,2014
4,23,3229,23,2,6,10,2010
8,116,621,46,2,24,10,2018
11,24,1053853,34132,509,7323,8,2019
6,16,2279,156,1,19,1,2020
10,31,96,5,1,5,12,2019
14,25,1195,38,3,18,1,2020
14,22,83,9,1,0,11,2019
9,25,2682,6,2,1,1,2012
13,28,5591,24,4,2,1,2015
24,118,12724,80,8,14,9,2016
5,30,8,0,0,0,3,2020
10,26,47447,1032,38,99,11,2017
4,24,1547,105,22,37,2,2020
18,24,136279,480,34,12,11,2013
13,26,13831,314,17,59,5,2019
15,25,1801,203,6,37,11,2019
4,20,5073,66,6,11,6,2009
6,19,1080,NA,NA,NA,1,2019
10,19,1390,NA,NA,NA,1,2019
9,27,331,2,1,0,1,2019
9,19,779,NA,NA,NA,3,2019
9,19,857,NA,NA,NA,1,2019
9,25,1062,9,0,0,6,2019
10,18,8631,21,3,5,11,2011
7,19,1128,NA,NA,NA,2,2019
9,25,40625,174,16,17,6,2014
13,19,650,NA,NA,NA,1,2019
13,28,6511,18,9,12,10,2015
10,19,389,NA,NA,NA,4,2019
14,19,542,NA,NA,NA,1,2019
7,18,710,NA,NA,NA,11,2018
11,19,534,NA,NA,NA,1,2019
10,18,413,NA,NA,NA,11,2018
14,24,93,13,0,0,11,2019
10,18,18468,141,0,78,6,2017
9,18,663,NA,NA,NA,11,2018
9,28,53,0,0,0,9,2014
26,36,1303,11,0,0,5,2019
14,23,119,18,2,0,11,2019
4,25,29857,141,1,26,2,2011
14,17,21908,621,5,30,7,2019
16,23,118,20,8,3,11,2019
8,27,2750,43,1,NA,6,2016
9,24,2580,4,1,0,10,2012
85,88,342,15,1,15,2,2020
8,30,103127,450,33,42,12,2014
6,28,10987,78,24,8,7,2017
14,25,137,26,1,7,11,2019
13,16,567,NA,NA,0,1,2020
8,20,355,7,0,0,6,2019
39,49,4336,31,3,0,5,2018
8,35,17008,370,8,36,10,2017
4,19,501110,705,98,28,7,2012
14,28,249,12,0,7,4,2018
20,19,44,8,0,4,2,2020
9,22,2083,5,0,0,5,2010
8,31,274747,6443,62,326,10,2018
7,25,37,1,0,1,7,2019
15,30,372,5,0,2,1,2018
19,24,261062,477,49,13,12,2013
15,17,7695,126,4,135,4,2019
13,22,16928,664,4,45,7,2013
10,34,684,37,0,6,1,2018
9,28,66739,971,16,76,11,2014
7,27,6032,97,3,3,4,2014
6,30,706,19,0,0,12,2017
7,33,1532,2,0,0,12,2012
7,25,8,2,0,0,7,2019
13,32,63025,1258,101,259,3,2019
12,19,6892,154,24,16,3,2015
11,24,75275397,406895,24500,12126,1,2017
16,42,3123,66,5,1,7,2019
7,25,36,2,0,1,6,2019
10,19,27169,55,8,10,1,2016
12,15,551,12,0,1,4,2019
12,16,2996,3,0,0,8,2012
9,19,112,1,0,0,9,2018
8,32,96821,1182,15,206,10,2011
10,16,2265,85,13,38,12,2018
4,0,820,7,0,0,7,2016
7,32,21,2,0,0,8,2019
13,22,18209,525,5,25,6,2014
13,22,12019,373,4,37,9,2013
11,25,86495,1102,101,294,12,2019
13,22,16284,593,5,49,7,2013
16,21,8292,441,13,235,9,2019
13,31,3664,61,3,14,4,2019
16,20,3847,3,2,2,8,2012
7,23,2030,2,0,0,2,2014
1,23,238,3,0,0,7,2019
10,19,219658,1017,48,91,8,2015
8,22,1552,16,0,1,7,2017
7,31,33834,426,11,90,2,2011
10,24,39706,NA,NA,13,5,2015
12,24,15793,13,16,8,3,2012
14,24,7406,10,4,2,1,2011
4,24,1410,26,1,1,4,2018
15,19,1894,6,3,3,9,2018
11,24,170451,51,35,3,1,2011
9,30,21377,90,3,10,11,2012
10,24,10600,9,4,1,1,2011
12,32,9366,42,3,45,9,2015
17,25,413,45,1,13,11,2018
11,27,14743,87,10,36,10,2013
9,27,1055,1,1,0,10,2016
13,22,106,3,1,0,12,2019
11,20,910,1,0,1,8,2012
7,25,708,NA,NA,3,10,2019
10,30,1055,7,1,0,12,2017
8,23,1154,5,1,2,9,2014
9,24,6110,7,5,3,2,2011
5,12,810992,3000,56,157,5,2006
9,23,684,7,0,1,9,2014
12,26,4040,53,3,8,12,2014
10,27,807,12,0,7,10,2013
7,28,3170,21,1,0,12,2011
5,28,17919,49,5,66,8,2006
10,27,334,1,0,0,4,2017
10,24,4870,21,1,10,8,2016
3,0,33,5,1,0,2,2020
12,20,253,1,0,0,8,2012
12,27,442,10,0,2,12,2013
9,22,380,24,1,9,10,2018
11,27,434,4,0,2,3,2014
7,28,1736,3,0,0,12,2011
9,27,264,4,0,2,2,2014
7,25,476,1,0,0,5,2015
6,18,1963,2,3,0,10,2014
15,29,1089,5,1,3,7,2014
8,25,93,8,0,7,8,2017
44,28,493,22,0,2,9,2019
5,28,1605,15,0,0,12,2011
8,19,101,8,0,8,8,2017
8,23,137,15,0,1,2,2018
13,18,36,1,1,0,9,2014
9,17,1280,18,0,3,8,2016
12,24,113,0,0,0,6,2016
4,23,86,0,0,0,9,2014
12,20,190,0,0,0,8,2012
11,24,98,NA,NA,NA,2,2018
156,118,4,0,0,0,1,2020
21,19,383,5,26,NA,2,2020
3,30,2422,36,2,19,9,2018
14,25,5112012,39118,837,1538,10,2018
4,9,6881823,39685,1591,1778,6,2010
6,19,1834062,21361,324,928,10,2019
5,29,11119660,10172,2514,NA,3,2011
12,28,65421093,196623,6351,4957,9,2009
7,27,16123415,379116,5017,8416,7,2019
13,30,33192386,163372,7457,5307,10,2016
14,23,29527122,208721,7059,10460,2,2019
9,19,6020285,29143,1189,1008,11,2009
13,30,37158,1583,25,78,5,2019
9,27,312860,1885,108,154,11,2015
7,26,1572,3,0,0,10,2014
15,14,200,NA,NA,0,1,2017
11,27,3830936,23338,1072,5884,11,2009
15,27,1015339,7589,929,335,8,2018
11,30,28950449,142211,5731,2594,1,2011
12,27,80489,1549,37,290,10,2017
13,22,11432,142,153,16,12,2015
8,24,30954,226,7,66,6,2015
5,24,1885298,15350,4851,4697,11,2019
12,23,3545208,8892,376,572,6,2014
11,27,131680,856,24,84,2,2016
8,26,356595,4398,160,152,9,2018
5,26,68810,200,14,18,7,2016
11,24,46074,138,25,5,9,2017
15,29,5483067,36540,6617,22625,1,2019
9,28,25060,219,46,56,5,2019
9,29,1039,26,0,4,6,2018
7,30,2008830,81973,912,3038,3,2019
9,33,1004184,1970,139,613,8,2014
3,19,11378,29,1,4,2,2013
9,29,2236,42,1,17,6,2019
10,10,136830321,2279551,36627,137923,7,2015
15,30,2454405,527,98,186,4,2019
4,23,6709171,37824,5830,811,11,2017
7,10,157,2,0,0,10,2012
12,23,2011446,17177,497,179,9,2014
9,10,64879,497,87,94,5,2015
9,37,3724,63,2,10,9,2018
11,30,13430757,51791,5255,6783,5,2017
7,28,599553,3888,339,558,3,2012
19,33,22330,224,21,58,5,2019
5,26,1619,15,1,1,5,2018
3,22,19469346,52220,2854,2139,10,2009
12,28,3255375,8267,740,144,10,2014
14,21,190692,3790,559,253,3,2019
20,30,1324769,24537,1020,3816,4,2019
19,25,588786,9164,628,1620,4,2017
9,26,41,1,0,0,9,2017
7,34,1158530,10964,260,457,8,2016
78,120,70360,915,120,19,3,2018
13,26,1726,4,4,4,4,2019
14,20,14401,122,23,29,8,2018
5,31,105951,337,27,9,7,2018
8,21,205,2,0,0,1,2020
12,33,2284,104,5,81,10,2018
13,19,9283,218,14,115,8,2019
15,23,44274,737,58,NA,12,2018
162,120,9302,187,12,5,11,2019
81,84,25069,277,37,69,10,2019
10,32,48410,533,43,NA,1,2017
12,33,81626,990,111,105,3,2018
60,65,31564,659,68,62,8,2019
8,25,758,5,0,0,10,2012
71,116,17209,158,21,21,6,2019
10,27,767437,6733,1617,2514,2,2019
9,23,5835,100,1,102,10,2016
7,27,155492,204,45,29,3,2014
10,27,1313606,14686,2097,573,4,2018
65,95,5321,68,6,25,6,2019
4,0,2386637,15533,1719,306,11,2016
12,16,3853052,16705,6261,44,8,2018
13,17,33517,140,21,13,10,2018
58,66,335917,1629,400,116,2,2019
15,24,28136,55,5,14,10,2016
7,33,28655,192,23,13,6,2017
58,36,48833,494,111,84,12,2018
10,30,27225,194,19,63,11,2017
71,12,190029,2055,459,442,12,2018
9,13,43,0,0,0,3,2019
62,31,26762,1332,93,304,12,2018
9,24,29583,555,17,133,4,2019
11,30,34598,791,152,81,3,2018
84,87,23148,51,22,5,6,2019
10,24,171,2,1,0,5,2019
5,26,4297,6,0,NA,8,2013
8,0,5427,27,3,3,10,2017
10,33,6915972,21676,4142,633,10,2017
17,25,120845,1631,246,139,10,2018
7,26,3242,8,0,2,3,2020
8,26,82,0,0,1,3,2020
11,14,11,0,0,0,3,2020
