title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
9,14,242152,3231,133,492
11,27,8386,53,23,0
7,27,64565,2991,49,343
3,8,483358,27858,482,1374
14,29,2376,104,1,16
13,31,31017604,425212,27313,5316
23,31,19141,562,11,107
22,21,10356001,NA,NA,1518
3,10,983561,25980,931,1487
3,25,61520,2868,18,539
13,13,1985371,21058,821,NA
7,15,45100,6884,10,311
17,21,360436,5888,294,110
7,33,309906,4621,177,429
12,19,10944247,41965,24894,2189
7,26,9435,1336,4,80
8,32,9045,227,13,78
21,28,470491,20120,180,1183
11,35,2200715,27550,9920,19982
19,29,719299,9287,221,676
23,25,1517596,11040,861,NA
9,27,3555895,102794,2123,16849
11,30,4067121,68017,1579,4203
8,25,2332539,30735,3719,3848
5,20,108917857,1114232,28109,20570
16,27,19415,446,13,32
10,29,7116389,152803,5090,12081
14,29,84215168,289780,79504,NA
14,28,39015,478,30,33
8,18,13558901,370700,6596,11736
9,27,35316516,50498,10990,NA
9,29,5868855,54470,10165,1169
3,30,146263520,626281,73239,19582
14,31,8663268,57678,4790,NA
10,28,3954,161,2,9
4,6,374575,27785,186,1463
6,17,19671,2357,6,385
10,11,470097,2192,845,NA
9,31,3661694,109888,883,3330
10,21,3099589,99214,1338,3270
11,26,1268406,119120,3557,22467
7,17,3839086,31994,639,762
10,27,52825,3891,18,308
5,16,3039319,43261,3788,3429
6,28,38921291,1602358,20994,73244
14,25,2963550,6215,2961,46
17,28,16157234,177772,9463,5500
4,9,25185343,846320,34989,19873
6,34,692988,4433,772,115
14,28,19198,733,21,87
11,31,8223377,39410,9345,1346
14,30,7272,554,8,38
16,25,14781317,411364,4573,23561
3,17,1528034,39222,1163,2077
6,18,748025,34386,533,2172
27,26,601321,41721,1146,8588
9,20,16990,2207,18,101
8,29,587002,3057,406,0
17,30,25890,1846,71,904
19,19,12728269,81241,8456,962
4,2,255703,21466,115,1204
3,4,3917922,155145,2018,3055
18,29,22667509,128146,9381,13121
4,35,62419613,303460,18356,39271
14,23,13375842,38263,20770,1255
4,9,375965,30950,161,1671
8,20,676537,30216,386,2027
15,22,1136,136,7,29
18,30,1129896,3663,416,155
5,30,454025,18380,327,544
9,27,4425149,11121,4865,NA
22,47,52301075,261274,4139,26012
6,22,429742,2185,281,384
5,11,176947,1768,142,280
5,25,27994089,397650,11043,25879
4,17,15939609,79645,2706,7036
5,25,17490271,239894,5370,4366
16,28,2499727,54338,1287,1857
3,23,175555738,1870675,100218,503313
3,3,2540,362,2,96
14,31,8158783,291553,3194,18698
9,23,96876,7785,163,337
7,19,119502,690,27,24
